Stn_No,time,Lat,Long,Precip
54186,1995,4322,12812,3763
54186,1996,4322,12812,4534
54186,1997,4322,12812,3284
54186,1998,4322,12812,4278
54186,1999,4322,12812,2660
54186,2000,4322,12812,4300
54186,2001,4322,12812,4409
54186,2002,4322,12812,4128
54186,2003,4322,12812,3125
54186,2004,4322,12812,2322
54186,2005,4322,12812,4194
54186,2006,4322,12812,3599
54186,2007,4322,12812,3045
54186,2008,4322,12812,3357
54186,2009,4322,12812,3556
54186,2010,4322,12812,4223
54186,2011,4322,12812,2112
54186,2012,4322,12812,5045
54186,2013,4322,12812,4506
54186,2014,4322,12812,1996
54186,2015,4322,12812,3033
54186,2016,4322,12812,2945
54187,1994,4307,12855,4028
54187,1995,4307,12855,5375
54187,1996,4307,12855,4162
54187,1997,4307,12855,3255
54187,1998,4307,12855,5144
54187,1999,4307,12855,3543
54187,2000,4307,12855,4607
54187,2001,4307,12855,4323
54187,2002,4307,12855,5849
54187,2003,4307,12855,3392
54187,2004,4307,12855,3004
54187,2005,4307,12855,5247
54187,2006,4307,12855,3262
54187,2007,4307,12855,2889
54187,2008,4307,12855,3326
54187,2009,4307,12855,2978
54187,2010,4307,12855,4397
54187,2011,4307,12855,2305
54187,2012,4307,12855,2980
54187,2013,4307,12855,4049
54187,2014,4307,12855,2211
54187,2015,4307,12855,3818
54187,2016,4307,12855,3062
54192,1994,4342,13015,2140
54192,1995,4342,13015,3322
54192,1996,4342,13015,2812
54192,1997,4342,13015,2272
54192,1998,4342,13015,2874
54192,1999,4342,13015,2121
54192,2000,4342,13015,4280
54192,2001,4342,13015,3067
54192,2002,4342,13015,4724
54192,2003,4342,13015,2446
54192,2004,4342,13015,1617
54192,2005,4342,13015,3326
54192,2006,4342,13015,2489
54192,2007,4342,13015,1463
54192,2008,4342,13015,2057
54192,2009,4342,13016,3326
54192,2010,4342,13016,3017
54192,2011,4342,13016,2370
54192,2012,4342,13016,2049
54192,2013,4342,13016,3405
54192,2014,4342,13016,2152
54192,2015,4342,13016,4448
54192,2016,4342,13016,4056
54195,1994,4320,12946,3562
54195,1995,4320,12946,3476
54195,1996,4320,12946,2842
54195,1997,4320,12946,2004
54195,1998,4320,12946,3496
54195,1999,4320,12946,2938
54195,2000,4320,12946,4062
54195,2001,4320,12946,3296
54195,2002,4320,12946,4555
54195,2003,4318,12947,2495
54195,2004,4318,12947,1498
54195,2005,4318,12947,2656
54195,2006,4318,12947,2252
54195,2007,4318,12947,1396
54195,2008,4318,12947,3344
54195,2009,4318,12947,3125
54195,2010,4318,12947,3415
54195,2011,4318,12947,1763
54195,2012,4318,12947,2636
54195,2013,4318,12947,4791
54195,2014,4318,12947,2350
54195,2015,4318,12947,4487
54195,2016,4318,12947,3255
54204,1994,4218,11500,2320
54204,1995,4218,11500,2644
54204,1996,4218,11500,1814
54204,1997,4218,11500,1627
54204,1998,4218,11500,3743
54204,1999,4218,11500,1855
54204,2000,4218,11500,1389
54204,2001,4218,11500,2059
54204,2002,4218,11500,2557
54204,2003,4218,11500,2804
54204,2004,4218,11500,2510
54204,2005,4218,11500,1181
54204,2006,4218,11500,2625
54204,2007,4218,11500,1199
54204,2008,4218,11500,2341
54204,2009,4218,11500,1343
54204,2010,4218,11500,1262
54204,2011,4218,11500,1164
54204,2012,4218,11500,2248
54204,2013,4218,11500,3255
54204,2014,4218,11500,1364
54204,2015,4218,11500,1528
54204,2016,4218,11500,1897
54205,1994,4215,11559,3153
54205,1995,4215,11559,3064
54205,1996,4215,11559,2052
54205,1997,4215,11559,1908
54205,1998,4215,11559,2675
54205,1999,4215,11559,2832
54205,2000,4215,11559,2089
54205,2001,4215,11559,1595
54205,2002,4215,11559,1219
54205,2003,4215,11559,2060
54205,2004,4215,11559,2819
54205,2005,4214,11600,1781
54205,2006,4214,11600,3507
54205,2007,4214,11600,1336
54205,2008,4214,11600,2940
54205,2009,4214,11600,1092
54205,2010,4214,11600,1486
54205,2011,4214,11600,1741
54205,2012,4214,11600,2587
54205,2013,4214,11600,2623
54205,2014,4214,11600,1848
54205,2015,4214,11600,2829
54205,2016,4214,11600,2606
54208,1994,4211,11628,2887
54208,1995,4211,11628,3126
54208,1996,4211,11628,3063
54208,1997,4211,11628,2537
54208,1998,4211,11628,2721
54208,1999,4211,11628,3298
54208,2000,4211,11628,2790
54208,2001,4211,11628,1732
54208,2002,4211,11628,2128
54208,2003,4211,11628,2303
54208,2004,4211,11628,2363
54208,2005,4211,11628,2287
54208,2006,4211,11628,2955
54208,2007,4211,11628,1787
54208,2008,4211,11628,2836
54208,2009,4211,11628,1477
54208,2010,4211,11628,1184
54208,2011,4211,11628,1789
54208,2012,4211,11628,2252
54208,2013,4211,11628,3588
54208,2014,4212,11628,2002
54208,2015,4212,11628,2192
54208,2016,4212,11628,2772
54209,1994,4224,11715,4258
54209,1995,4224,11715,3458
54209,1996,4224,11715,3577
54209,1997,4224,11715,3071
54213,1994,4257,11902,2334
54213,1995,4257,11902,2772
54213,1996,4257,11902,2581
54213,1997,4257,11902,2399
54213,1998,4257,11902,3169
54213,1999,4257,11902,1645
54213,2000,4257,11902,1802
54213,2001,4257,11902,1630
54213,2002,4257,11902,2563
54213,2003,4256,11901,1975
54213,2004,4256,11901,1958
54213,2005,4256,11901,2020
54213,2006,4256,11901,1378
54213,2007,4256,11901,1830
54213,2008,4256,11901,2539
54213,2009,4256,11901,1109
54213,2010,4256,11901,871
54213,2011,4256,11901,2280
54213,2012,4256,11901,2607
54213,2013,4256,11901,2005
54213,2014,4256,11901,1468
54213,2015,4256,11901,2101
54213,2016,4256,11901,2789
54214,1994,4235,11825,3487
54214,1995,4235,11825,2887
54214,1996,4235,11825,3156
54214,1997,4235,11825,2827
54214,1998,4235,11825,4649
54214,1999,4235,11825,2796
54214,2000,4235,11825,2741
54214,2001,4235,11825,2178
54214,2002,4235,11825,2901
54214,2003,4235,11825,2144
54214,2004,4235,11825,2993
54214,2005,4235,11825,3143
54214,2006,4235,11825,2223
54214,2007,4235,11825,1733
54214,2008,4235,11825,2755
54214,2009,4235,11825,1373
54214,2010,4235,11825,2223
54214,2011,4235,11825,2220
54214,2012,4235,11825,2286
54214,2013,4235,11825,2866
54214,2014,4235,11825,2387
54214,2015,4235,11825,2374
54214,2016,4235,11825,3351
54218,1994,4216,11856,4457
54218,1995,4216,11856,2992
54218,1996,4216,11856,2884
54218,1997,4216,11856,2675
54218,1998,4216,11856,3129
54218,1999,4216,11856,2173
54218,2000,4216,11856,1903
54218,2001,4216,11856,2093
54218,2002,4216,11856,2407
54218,2003,4216,11856,1861
54218,2004,4216,11856,1774
54218,2005,4216,11856,3162
54218,2006,4216,11856,1868
54218,2007,4216,11856,1904
54218,2008,4216,11856,1971
54218,2009,4216,11856,1702
54218,2010,4216,11856,2514
54218,2011,4218,11850,2467
54218,2012,4218,11850,1942
54218,2013,4218,11850,2772
54218,2014,4218,11850,2048
54218,2015,4218,11850,2610
54218,2016,4218,11850,4033
54223,1994,4251,12039,4222
54223,1995,4251,12039,2532
54223,1996,4251,12039,2348
54223,1997,4251,12039,1953
54223,1998,4251,12039,3061
54223,1999,4251,12039,2718
54223,2000,4251,12039,1217
54223,2001,4251,12039,1904
54223,2002,4251,12039,1898
54223,2003,4251,12039,2692
54223,2004,4251,12039,1370
54223,2005,4251,12039,3336
54223,2006,4251,12039,1806
54223,2007,4251,12039,2324
54223,2008,4251,12039,2171
54223,2009,4251,12039,1654
54223,2010,4251,12039,1397
54223,2011,4251,12039,2279
54223,2012,4251,12039,2157
54223,2013,4251,12039,2031
54223,2014,4251,12039,3025
54223,2015,4251,12039,1731
54223,2016,4251,12039,3286
54225,1994,4217,11955,3557
54225,1995,4217,11955,3146
54225,1996,4217,11955,1710
54225,1997,4217,11955,2608
54225,1998,4217,11955,2907
54225,1999,4217,11955,2098
54225,2000,4217,11955,1864
54225,2001,4217,11955,2565
54225,2002,4217,11955,1897
54225,2003,4217,11955,2296
54225,2004,4217,11955,2443
54225,2005,4217,11955,3324
54225,2006,4217,11955,2783
54225,2007,4217,11955,2644
54225,2008,4217,11955,2885
54225,2009,4217,11955,963
54225,2010,4217,11955,2588
54225,2011,4217,11955,2537
54225,2012,4217,11955,2907
54225,2013,4217,11955,3434
54225,2014,4218,11957,1560
54225,2015,4218,11957,2004
54225,2016,4218,11957,3035
54226,1994,4220,12042,5561
54226,1995,4220,12042,2838
54226,1996,4220,12042,2829
54226,1997,4220,12042,2085
54226,1998,4220,12042,3258
54226,1999,4220,12042,2203
54226,2000,4220,12042,1678
54226,2001,4220,12042,2137
54226,2002,4220,12042,1981
54226,2003,4220,12042,2547
54226,2004,4220,12042,2613
54226,2005,4220,12042,3126
54226,2006,4220,12042,3181
54226,2007,4220,12042,2244
54226,2008,4220,12042,1617
54226,2009,4220,12042,1799
54226,2010,4220,12042,2446
54226,2011,4220,12042,2270
54226,2012,4220,12042,2281
54226,2013,4220,12042,3032
54226,2014,4220,12042,3065
54226,2015,4220,12042,2811
54226,2016,4220,12042,3378
54231,1994,4258,12221,4742
54231,1995,4258,12221,2436
54231,1996,4258,12221,2370
54231,1997,4258,12221,2803
54231,1998,4258,12221,4470
54231,1999,4258,12221,2642
54231,2000,4258,12221,1617
54231,2001,4258,12221,2245
54231,2002,4258,12221,1468
54231,2003,4258,12221,3676
54231,2004,4258,12221,2832
54231,2005,4258,12221,3891
54231,2006,4258,12221,2076
54231,2007,4258,12221,2211
54231,2008,4258,12221,2870
54231,2009,4258,12221,1683
54231,2010,4258,12221,2634
54231,2011,4258,12221,1868
54231,2012,4258,12221,2788
54231,2013,4258,12221,3091
54231,2014,4258,12221,2216
54231,2015,4258,12221,2395
54231,2016,4258,12221,4523
54234,1994,4244,12147,4730
54234,1995,4244,12147,3385
54234,1996,4244,12147,2338
54234,1997,4244,12147,1782
54234,1998,4244,12147,3465
54234,1999,4244,12147,2235
54234,2000,4244,12147,2433
54234,2001,4244,12147,1689
54234,2002,4244,12147,2222
54234,2003,4244,12145,1718
54234,2003,4244,12147,1508
54234,2004,4244,12145,4091
54234,2005,4244,12145,3604
54234,2006,4244,12145,2121
54234,2007,4244,12145,2302
54234,2008,4244,12145,2803
54234,2009,4244,12145,1804
54234,2010,4244,12145,2511
54234,2011,4244,12145,2424
54234,2012,4244,12145,2554
54234,2013,4244,12145,3186
54234,2014,4244,12145,1986
54234,2015,4244,12145,2469
54234,2016,4244,12145,3327
54236,1994,4225,12232,4764
54236,1995,4225,12232,4130
54236,1996,4225,12232,1481
54236,1997,4225,12232,3306
54236,1998,4225,12232,4529
54236,1999,4225,12232,2545
54236,2000,4225,12232,1722
54236,2001,4225,12232,2303
54236,2002,4225,12232,3099
54236,2003,4225,12232,4034
54236,2004,4225,12232,4689
54236,2005,4225,12232,4015
54236,2006,4225,12232,1971
54236,2007,4225,12232,2675
54236,2008,4223,12233,3303
54236,2009,4223,12233,3261
54236,2010,4223,12233,4362
54236,2011,4223,12233,3468
54236,2012,4223,12233,4166
54236,2013,4223,12233,4282
54236,2014,4223,12233,2816
54236,2015,4223,12233,1893
54236,2016,4223,12233,3312
54237,1994,4205,12143,5888
54237,1995,4205,12143,4839
54237,1996,4205,12143,2727
54237,1997,4205,12143,3487
54237,1998,4205,12143,4678
54237,1999,4205,12143,2200
54237,2000,4205,12143,2328
54237,2001,4205,12143,3028
54237,2002,4205,12143,3063
54237,2003,4205,12143,3744
54237,2004,4205,12143,2964
54237,2005,4205,12143,3775
54237,2006,4205,12143,1788
54237,2007,4205,12143,2659
54237,2008,4204,12145,3661
54237,2009,4204,12145,1947
54237,2010,4204,12145,3884
54237,2011,4204,12145,2207
54237,2012,4204,12145,3645
54237,2013,4204,12145,4335
54237,2014,4204,12145,1922
54237,2015,4204,12145,1872
54237,2016,4204,12145,3612
54243,1994,4247,12407,5645
54243,1995,4247,12407,5033
54243,1996,4247,12407,3235
54243,1997,4247,12407,2999
54243,1998,4247,12407,4603
54243,1999,4247,12407,3348
54243,2000,4247,12407,1748
54243,2001,4247,12407,3261
54243,2002,4247,12407,3861
54243,2003,4247,12407,3670
54243,2004,4247,12407,5135
54243,2005,4247,12407,5484
54243,2006,4247,12407,2415
54243,2007,4247,12407,3814
54243,2008,4247,12407,4228
54243,2009,4247,12407,2036
54243,2010,4247,12407,5636
54243,2011,4247,12407,3394
54243,2012,4247,12407,4757
54243,2013,4247,12407,4554
54243,2014,4247,12407,3378
54243,2015,4247,12407,3300
54243,2016,4247,12406,5300
54244,1994,4245,12320,4754
54244,1995,4245,12320,3681
54244,1996,4245,12320,1899
54244,1997,4245,12320,4068
54244,1998,4245,12320,6344
54244,1999,4245,12320,2942
54244,2000,4245,12320,3681
54244,2001,4245,12320,2808
54244,2002,4245,12320,2508
54244,2003,4245,12320,3239
54244,2004,4245,12320,3418
54244,2005,4245,12320,6061
54244,2006,4245,12320,1832
54244,2007,4245,12320,2566
54244,2008,4245,12320,3326
54244,2009,4245,12320,1933
54244,2010,4245,12320,4699
54244,2011,4245,12320,3944
54244,2012,4245,12320,3600
54244,2013,4245,12320,4309
54244,2014,4245,12320,3196
54244,2015,4245,12320,2902
54244,2016,4244,12321,3681
54245,1994,4230,12324,6425
54245,1995,4230,12324,4351
54245,1996,4230,12324,2681
54245,1997,4230,12324,4158
54245,1998,4230,12324,5225
54245,1999,4230,12324,3229
54245,2000,4230,12324,2167
54245,2001,4230,12324,1851
54245,2002,4230,12324,3895
54245,2003,4230,12324,3726
54245,2004,4230,12324,3722
54245,2005,4230,12324,4754
54245,2006,4230,12324,1635
54245,2007,4230,12324,3617
54245,2008,4230,12324,4305
54245,2009,4230,12324,2556
54245,2010,4230,12324,6178
54245,2011,4230,12324,4136
54245,2012,4230,12324,3682
54245,2013,4230,12324,4475
54245,2014,4230,12324,4566
54245,2015,4230,12324,2707
54245,2016,4230,12324,4688
54248,1994,4202,12332,6130
54248,1995,4202,12332,5971
54248,1996,4202,12332,4030
54248,1997,4202,12332,4033
54248,1998,4202,12332,6839
54248,1999,4202,12332,3776
54248,2000,4202,12332,2453
54248,2001,4202,12332,3489
54248,2002,4202,12332,3349
54248,2003,4202,12332,4792
54248,2004,4202,12332,4112
54248,2005,4202,12332,4687
54248,2006,4202,12332,2422
54248,2007,4202,12332,3828
54248,2008,4202,12332,4588
54248,2009,4202,12332,3670
54248,2010,4202,12332,6273
54248,2011,4202,12332,3076
54248,2012,4202,12332,4958
54248,2013,4202,12332,5181
54248,2014,4202,12332,2129
54248,2015,4202,12332,1553
54248,2016,4202,12332,5798
54249,1994,4218,12352,7149
54249,1995,4218,12352,5479
54249,1996,4218,12352,3903
54249,1997,4218,12352,4159
54249,1998,4218,12352,6275
54249,1999,4218,12352,2759
54249,2000,4218,12352,1724
54249,2001,4218,12352,3501
54249,2002,4218,12352,3243
54249,2003,4218,12352,5622
54249,2004,4218,12352,3979
54249,2005,4218,12352,4961
54249,2006,4218,12352,2470
54249,2007,4218,12352,3169
54249,2008,4218,12352,5068
54249,2009,4218,12352,3588
54249,2010,4218,12352,8234
54249,2011,4218,12352,3150
54249,2012,4218,12352,5085
54249,2013,4218,12352,4976
54249,2014,4218,12352,2310
54249,2015,4218,12352,2238
54249,2016,4218,12352,5201
54252,1994,4244,12445,7786
54252,1995,4244,12445,4814
54252,1996,4244,12445,4587
54252,1997,4244,12445,3499
54252,1998,4244,12445,5613
54252,1999,4244,12445,3989
54252,2000,4244,12445,2375
54252,2001,4244,12445,3279
54252,2002,4244,12445,3996
54252,2003,4244,12445,4990
54252,2004,4244,12445,5804
54252,2005,4244,12445,5860
54252,2006,4244,12445,3201
54252,2007,4244,12445,4449
54252,2008,4244,12445,6344
54252,2009,4244,12445,2794
54252,2010,4244,12445,7411
54252,2011,4244,12445,4096
54252,2012,4244,12445,5727
54252,2013,4244,12445,6752
54252,2014,4244,12445,4673
54252,2015,4244,12445,3578
54252,2016,4244,12444,6000
54254,1994,4232,12403,8455
54254,1995,4232,12403,4994
54254,1996,4232,12403,3588
54254,1997,4232,12403,3588
54254,1998,4232,12403,6066
54254,1999,4232,12403,2791
54254,2000,4232,12403,2018
54254,2001,4232,12403,3590
54254,2002,4232,12403,3155
54254,2003,4232,12403,4616
54254,2004,4232,12403,5571
54254,2005,4232,12403,6211
54254,2006,4232,12403,3553
54254,2007,4232,12403,4108
54254,2008,4232,12403,5404
54254,2009,4232,12403,2794
54254,2010,4232,12403,7219
54254,2011,4232,12403,3197
54254,2012,4232,12403,5190
54254,2013,4232,12403,6307
54254,2014,4232,12403,4038
54254,2015,4232,12403,4540
54254,2016,4232,12403,6379
54259,1994,4206,12455,5715
54259,1995,4206,12455,8400
54259,1996,4206,12455,5813
54259,1997,4206,12455,2969
54259,1998,4206,12455,6351
54259,1999,4206,12455,3721
54259,2000,4206,12455,2915
54259,2001,4206,12455,6704
54259,2002,4206,12455,5004
54259,2003,4206,12455,4397
54259,2004,4206,12455,4461
54259,2005,4206,12455,6530
54259,2006,4206,12455,5519
54259,2007,4206,12455,3448
54259,2008,4206,12455,4306
54259,2009,4206,12455,3306
54259,2010,4206,12455,7417
54259,2011,4206,12455,3146
54259,2012,4206,12455,5927
54259,2013,4206,12455,7471
54259,2014,4204,12452,3697
54259,2015,4204,12452,3809
54259,2016,4204,12452,5237
54260,1994,4255,12505,6519
54260,1995,4255,12505,3838
54260,1996,4255,12505,3994
54260,1997,4255,12505,2788
54260,1998,4255,12505,4321
54260,1999,4255,12505,3555
54260,2000,4255,12505,1694
54260,2001,4255,12505,3200
54260,2002,4255,12505,3039
54260,2003,4255,12505,3884
54260,2004,4255,12505,4702
54260,2005,4255,12505,4178
54260,2006,4255,12505,3175
54260,2007,4255,12505,3592
54260,2008,4255,12505,5858
54260,2009,4255,12505,2522
54260,2010,4255,12505,6272
54260,2011,4255,12505,3318
54260,2012,4255,12505,5455
54260,2013,4255,12505,6277
54260,2014,4255,12505,3461
54260,2015,4255,12505,3421
54260,2016,4255,12505,4868
54261,1994,4241,12527,6286
54261,1995,4241,12527,5969
54261,1996,4241,12527,5252
54261,1997,4241,12527,2679
54261,1998,4241,12527,4843
54261,1999,4241,12527,2407
54261,2000,4241,12527,3339
54261,2001,4241,12527,3395
54261,2002,4241,12527,4079
54261,2003,4241,12527,4965
54261,2004,4241,12527,5184
54261,2005,4241,12527,4322
54261,2006,4241,12527,4043
54261,2007,4241,12527,173
54261,2007,4241,12531,3406
54261,2008,4241,12531,3610
54261,2009,4241,12531,2582
54261,2010,4241,12531,6654
54261,2011,4241,12531,2446
54261,2012,4240,12528,5882
54261,2013,4240,12528,6187
54261,2014,4240,12528,3227
54261,2015,4240,12528,3557
54261,2016,4240,12528,4115
54263,1994,4258,12603,6911
54263,1995,4258,12603,5564
54263,1996,4258,12603,5654
54263,1997,4258,12603,2262
54263,1998,4258,12603,6584
54263,1999,4258,12603,3097
54263,2000,4258,12603,3178
54263,2001,4258,12603,4170
54263,2002,4258,12603,4572
54263,2003,4258,12603,5385
54263,2004,4258,12603,4729
54263,2005,4258,12603,6188
54263,2006,4258,12603,4618
54263,2007,4258,12603,3276
54263,2008,4258,12603,4137
54263,2009,4258,12603,3001
54263,2010,4258,12603,6678
54263,2011,4258,12603,2894
54263,2012,4258,12603,5391
54263,2013,4258,12603,6062
54263,2014,4258,12603,3687
54263,2015,4258,12605,3508
54263,2016,4258,12605,4821
54266,1994,4232,12538,5310
54266,1995,4232,12538,6997
54266,1996,4232,12538,4923
54266,1997,4232,12538,2356
54266,1998,4232,12538,4980
54266,1999,4232,12538,3778
54266,2000,4232,12538,2698
54266,2001,4232,12538,4442
54266,2002,4232,12538,2849
54266,2003,4232,12538,4940
54266,2004,4232,12538,5316
54266,2005,4232,12538,5194
54266,2006,4232,12538,3538
54266,2007,4232,12538,3585
54266,2008,4232,12538,4259
54266,2009,4232,12538,2616
54266,2010,4232,12538,7015
54266,2011,4232,12538,3449
54266,2012,4232,12538,5266
54266,2013,4232,12538,5122
54266,2014,4232,12538,2551
54266,2015,4232,12538,3092
54266,2016,4232,12538,5820
54267,1994,4215,12544,4886
54267,1995,4215,12544,8310
54267,1996,4215,12544,5735
54267,1997,4215,12544,2009
54267,1998,4215,12544,5286
54267,1999,4215,12544,3836
54267,2000,4215,12544,3761
54267,2001,4215,12544,4983
54267,2002,4215,12544,4205
54267,2003,4215,12544,4521
54267,2004,4215,12544,3777
54267,2005,4215,12544,6375
54267,2006,4215,12544,4332
54267,2007,4215,12544,3804
54267,2008,4215,12544,3489
54267,2009,4215,12544,2963
54267,2010,4215,12544,6594
54267,2011,4215,12544,3870
54267,2012,4215,12544,5706
54267,2013,4215,12544,6552
54267,2014,4215,12544,3487
54267,2015,4215,12544,3904
54267,2016,4215,12544,4725
54273,1994,4259,12645,6440
54273,1995,4259,12645,5432
54273,1996,4259,12645,5734
54273,1997,4259,12645,2892
54273,1998,4259,12645,6741
54273,1999,4259,12645,3555
54273,2000,4259,12645,3620
54273,2001,4259,12645,5126
54273,2002,4259,12645,4311
54273,2003,4259,12645,5282
54273,2004,4259,12645,4667
54273,2005,4259,12645,7238
54273,2006,4259,12645,4397
54273,2007,4259,12645,3130
54273,2008,4259,12645,5015
54273,2009,4259,12645,4314
54273,2010,4259,12645,7154
54273,2011,4259,12645,2943
54273,2012,4259,12645,5229
54273,2013,4259,12645,7297
54273,2014,4259,12645,4731
54273,2015,4259,12645,3547
54273,2016,4259,12645,3856
54274,1994,4241,12604,5318
54274,1995,4241,12604,6126
54274,1996,4241,12604,6603
54274,1997,4241,12604,2360
54274,1998,4241,12604,5979
54274,1999,4241,12604,3485
54274,2000,4241,12604,2917
54274,2001,4241,12604,4867
54274,2002,4241,12604,4056
54274,2003,4241,12604,3962
54274,2004,4241,12604,4977
54274,2005,4241,12604,6088
54274,2006,4241,12604,3968
54274,2007,4241,12604,3704
54274,2008,4241,12604,4097
54274,2009,4241,12604,2454
54274,2010,4241,12604,7470
54274,2011,4241,12604,2959
54274,2012,4241,12604,5104
54274,2013,4241,12559,6089
54274,2014,4241,12559,3508
54274,2015,4241,12559,3686
54274,2016,4241,12559,4306
54276,1994,4221,12649,4950
54276,1995,4221,12649,9466
54276,1996,4221,12649,5276
54276,1997,4221,12649,2395
54276,1998,4221,12649,4865
54276,1999,4221,12649,4129
54276,2000,4221,12649,4109
54276,2001,4221,12649,6446
54276,2002,4221,12649,4884
54276,2003,4221,12649,4135
54276,2004,4221,12649,4462
54276,2005,4221,12649,6419
54276,2006,4221,12649,4749
54276,2007,4221,12649,3434
54276,2008,4221,12649,4327
54276,2009,4221,12649,3347
54276,2010,4221,12649,6910
54276,2011,4221,12649,4577
54276,2012,4224,12648,4831
54276,2013,4224,12648,5873
54276,2014,4224,12648,3819
54276,2015,4224,12648,4074
54276,2016,4224,12648,4464
54279,2007,4203,12635,4439
54279,2008,4203,12635,5994
54279,2009,4203,12635,4506
54279,2010,4203,12635,7975
54279,2011,4203,12635,4910
54279,2012,4203,12635,5894
54279,2013,4203,12635,7415
54279,2014,4203,12635,3345
54279,2015,4203,12635,3681
54279,2016,4203,12635,5255
54284,1994,4206,12734,4428
54284,1995,4206,12734,7066
54284,1996,4206,12734,5319
54284,1997,4206,12734,2961
54284,1998,4206,12734,4823
54284,1999,4206,12734,3921
54284,2000,4206,12734,4039
54284,2001,4206,12734,4661
54284,2002,4206,12734,4229
54284,2003,4206,12734,3674
54284,2004,4206,12734,4184
54284,2005,4206,12734,6616
54284,2006,4206,12734,4195
54284,2007,4206,12734,3586
54284,2008,4209,12730,3917
54284,2009,4209,12730,4055
54284,2010,4209,12730,6541
54284,2011,4209,12730,5298
54284,2012,4209,12730,4949
54284,2013,4209,12730,6652
54284,2014,4209,12730,3211
54284,2015,4209,12730,5114
54284,2016,4209,12730,5109
54285,1994,4232,12815,5905
54285,1995,4232,12815,6207
54285,1996,4232,12815,4093
54285,1997,4232,12815,3085
54285,1998,4232,12815,5314
54285,1999,4232,12815,3365
54285,2000,4232,12815,3988
54285,2001,4232,12815,4255
54285,2002,4232,12815,4213
54285,2003,4232,12815,3419
54285,2004,4232,12815,3115
54285,2005,4225,12807,4676
54285,2006,4225,12807,3666
54285,2007,4225,12807,3564
54285,2008,4225,12807,3395
54285,2009,4225,12807,3812
54285,2010,4225,12807,4420
54285,2011,4225,12807,4170
54285,2012,4225,12807,3750
54285,2013,4225,12807,5898
54285,2014,4225,12807,3348
54285,2015,4225,12807,4535
54285,2016,4225,12807,5606
54286,1994,4232,12900,3713
54286,1995,4232,12900,5858
54286,1996,4232,12900,3492
54286,1997,4232,12900,2961
54286,1998,4232,12900,4162
54286,1999,4232,12900,2317
54286,2000,4232,12900,3894
54286,2001,4232,12900,4830
54286,2002,4232,12900,4925
54286,2003,4232,12900,2496
54286,2004,4232,12900,2170
54286,2005,4232,12900,4168
54286,2006,4232,12900,2318
54286,2007,4232,12900,3591
54286,2008,4232,12900,2863
54286,2009,4232,12900,2914
54286,2010,4232,12900,3526
54286,2011,4232,12900,2493
54286,2012,4232,12900,3469
54286,2013,4232,12900,4144
54286,2014,4232,12900,2177
54286,2015,4232,12900,3137
54286,2016,4232,12900,4745
54287,1994,4201,12805,7992
54287,1995,4201,12805,12122
54287,1996,4201,12805,8724
54287,1997,4201,12805,5437
54287,1998,4201,12805,7903
54287,1999,4201,12805,7595
54287,2000,4201,12805,9782
54287,2001,4201,12805,9171
54287,2002,4201,12805,8673
54287,2003,4201,12805,6576
54287,2004,4201,12805,6836
54287,2005,4201,12805,10152
54287,2006,4201,12805,5225
54287,2007,4201,12805,5700
54287,2008,4201,12805,8882
54287,2009,4201,12805,10541
54287,2010,4201,12805,11453
54287,2011,4201,12805,9045
54287,2012,4201,12805,10317
54287,2013,4201,12805,14224
54287,2014,4201,12805,6871
54287,2015,4201,12805,9593
54287,2016,4201,12805,11423
54290,1994,4246,12924,3315
54290,1995,4246,12924,5256
54290,1996,4246,12924,3314
54290,1997,4246,12924,3165
54290,1998,4246,12924,3436
54290,1999,4246,12924,2803
54290,2000,4246,12924,4899
54290,2001,4246,12924,3808
54290,2002,4246,12924,4351
54290,2003,4246,12924,2288
54290,2004,4246,12924,2289
54290,2005,4246,12924,3729
54290,2006,4246,12924,2548
54290,2007,4246,12924,2833
54290,2008,4246,12924,2734
54290,2009,4246,12924,2342
54290,2010,4246,12924,4061
54290,2011,4246,12924,1356
54290,2012,4246,12924,3236
54290,2013,4246,12924,3230
54290,2014,4246,12924,2522
54290,2015,4246,12924,3579
54290,2016,4246,12924,4561
54291,1994,4254,13017,5007
54291,1995,4254,13017,4481
54291,1996,4254,13017,2716
54291,1997,4254,13017,2419
54291,1998,4254,13017,3753
54291,1999,4254,13017,2643
54291,2000,4254,13017,3626
54291,2001,4254,13017,3732
54291,2002,4254,13017,5332
54291,2003,4254,13017,3300
54291,2004,4254,13017,1829
54291,2005,4254,13017,3195
54291,2006,4254,13017,3308
54291,2007,4254,13017,2526
54291,2008,4254,13017,3029
54291,2009,4254,13017,3317
54291,2010,4254,13017,2837
54291,2011,4254,13017,1697
54291,2012,4254,13017,3699
54291,2013,4254,13017,3932
54291,2014,4254,13017,1873
54291,2015,4254,13017,4011
54291,2016,4254,13017,5108
54292,1994,4253,12928,3534
54292,1995,4253,12928,5024
54292,1996,4253,12928,2935
54292,1997,4253,12928,2535
54292,1998,4253,12928,2967
54292,1999,4253,12928,3021
54292,2000,4253,12928,5307
54292,2001,4253,12928,3126
54292,2002,4253,12928,4121
54292,2003,4253,12928,2482
54292,2004,4253,12928,1987
54292,2005,4253,12928,3257
54292,2006,4252,12930,2480
54292,2007,4252,12930,2623
54292,2008,4252,12930,2460
54292,2009,4252,12930,2640
54292,2010,4252,12930,3265
54292,2011,4252,12930,1641
54292,2012,4252,12930,3814
54292,2013,4252,12930,3832
